heart,0.000063,0.000306
fight,0.000215,0.000118
florida,0.000189,0.000259
son,0.000227,0.000471
detail,0.000379,0.000495
tell,0.002273,0.001178
fine,0.000455,0.000330
cmh,0.000177,0.000118
countri,0.000366,0.000306
mile,0.001515,0.001295
media,0.000328,0.000495
disgrac,0.000227,0.000118
southwest,0.000556,0.001413
crappi,0.000240,0.000118
market,0.000063,0.000424
process,0.000581,0.000447
jump,0.000202,0.000118
sfo,0.000783,0.001083
cloth,0.000480,0.000118
til,0.000164,0.000118
min,0.004407,0.000659
contest,0.000063,0.000330
prior,0.000177,0.000118
did,0.002917,0.002473
r,0.000316,0.000471
longer,0.000720,0.000353
